submitted_by_user_login,submission_timestamp_utc,demographic_age,demographic_country,attention_check_passed,item_id,item_type,description,sentences,combined_text,code_key,entity,seed,descriptor,intensity,all_entities,packet_step,user_sentiment_score,user_sentiment_label,sentence_at_step,new_sentence_for_step,descriptor_for_step,intensity_for_step,mark,marks
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_action_2,compound_action,"Compound-action pattern ['positive', 'positive', 'positive']","[""Arden, the loving person, treasured Avery, the righteous person.""]","Arden, the loving person, treasured Avery, the righteous person.",actor[[Arden_strong]]->verb[[treasured_very]]->target[[Avery_slight]],Arden,432590,"[""positive"", ""positive"", ""positive""]","[""strong"", ""very"", ""slight""]","[""Arden"", ""Avery""]",,3,Strongly Positive,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_action_2,compound_action,"Compound-action pattern ['positive', 'positive', 'positive']","[""Arden, the loving person, treasured Avery, the righteous person.""]","Arden, the loving person, treasured Avery, the righteous person.",actor[[Arden_strong]]->verb[[treasured_very]]->target[[Avery_slight]],Avery,432590,"[""positive"", ""positive"", ""positive""]","[""strong"", ""very"", ""slight""]","[""Arden"", ""Avery""]",,3,Strongly Positive,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_belonging_10,compound_belonging,Intra-sentence opposite belonging (second valence set),"[""The window was mundane, but the house was superb.""]","The window was mundane, but the house was superb.",parent[[house_very]]->child[[window_slight]],house,432590,"[""positive"", ""negative""]","[""very"", ""slight""]","[""house"", ""window""]",,3,Strongly Positive,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_belonging_10,compound_belonging,Intra-sentence opposite belonging (second valence set),"[""The window was mundane, but the house was superb.""]","The window was mundane, but the house was superb.",parent[[house_very]]->child[[window_slight]],window,432590,"[""positive"", ""negative""]","[""very"", ""slight""]","[""house"", ""window""]",,0,Neutral,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_association_7,compound_association,Intra-sentence opposite polarity association (second valence set),"[""Morgan, the unholy and evil person, partnered with Sawyer, the skillful and talented person all the time.""]","Morgan, the unholy and evil person, partnered with Sawyer, the skillful and talented person all the time.",actor[[Morgan_strong]]+actor[[Sawyer_strong]]->verb[[partnered with_neutral]],Morgan,432590,"[""negative"", ""positive"", ""neutral""]","[""strong"", ""strong"", ""neutral""]","[""Morgan"", ""Sawyer""]",,-3,Strongly Negative,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_association_7,compound_association,Intra-sentence opposite polarity association (second valence set),"[""Morgan, the unholy and evil person, partnered with Sawyer, the skillful and talented person all the time.""]","Morgan, the unholy and evil person, partnered with Sawyer, the skillful and talented person all the time.",actor[[Morgan_strong]]+actor[[Sawyer_strong]]->verb[[partnered with_neutral]],Sawyer,432590,"[""negative"", ""positive"", ""neutral""]","[""strong"", ""strong"", ""neutral""]","[""Morgan"", ""Sawyer""]",,2,Moderately Positive,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_association_5,compound_association,Intra-sentence same direction association,"[""Shea, the principled and ethical person, often hung out with Peyton, the wonderful and inspiring person.""]","Shea, the principled and ethical person, often hung out with Peyton, the wonderful and inspiring person.",actor[[Shea_moderate]]+actor[[Peyton_very]]->verb[[hung out_neutral]],Shea,432590,"[""positive"", ""positive"", ""neutral""]","[""moderate"", ""very"", ""neutral""]","[""Shea"", ""Peyton""]",,2,Moderately Positive,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_association_5,compound_association,Intra-sentence same direction association,"[""Shea, the principled and ethical person, often hung out with Peyton, the wonderful and inspiring person.""]","Shea, the principled and ethical person, often hung out with Peyton, the wonderful and inspiring person.",actor[[Shea_moderate]]+actor[[Peyton_very]]->verb[[hung out_neutral]],Peyton,432590,"[""positive"", ""positive"", ""neutral""]","[""moderate"", ""very"", ""neutral""]","[""Shea"", ""Peyton""]",,3,Strongly Positive,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_belonging_9,compound_belonging,Intra-sentence same belonging,"[""The computer is fantastic, and its keyboard is reasonable.""]","The computer is fantastic, and its keyboard is reasonable.",parent[[computer_strong]]->child[[keyboard_slight]],computer,432590,"[""positive"", ""positive""]","[""strong"", ""slight""]","[""computer"", ""keyboard""]",,2,Moderately Positive,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_belonging_9,compound_belonging,Intra-sentence same belonging,"[""The computer is fantastic, and its keyboard is reasonable.""]","The computer is fantastic, and its keyboard is reasonable.",parent[[computer_strong]]->child[[keyboard_slight]],keyboard,432590,"[""positive"", ""positive""]","[""strong"", ""slight""]","[""computer"", ""keyboard""]",,1,Slightly Positive,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_association_4,compound_association,Intra-sentence opposite direction association,"[""Dakota, the sensible person, and Riley, the insecure person, often ate together.""]","Dakota, the sensible person, and Riley, the insecure person, often ate together.",actor[[Dakota_slight]]+actor[[Riley_slight]]->verb[[ate_neutral]],Dakota,432590,"[""positive"", ""negative"", ""neutral""]","[""slight"", ""slight"", ""neutral""]","[""Dakota"", ""Riley""]",,1,Slightly Positive,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_association_4,compound_association,Intra-sentence opposite direction association,"[""Dakota, the sensible person, and Riley, the insecure person, often ate together.""]","Dakota, the sensible person, and Riley, the insecure person, often ate together.",actor[[Dakota_slight]]+actor[[Riley_slight]]->verb[[ate_neutral]],Riley,432590,"[""positive"", ""negative"", ""neutral""]","[""slight"", ""slight"", ""neutral""]","[""Dakota"", ""Riley""]",,-1,Slightly Negative,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_belonging_8,compound_belonging,Intra-sentence opposite belonging,"[""The phone's camera was absolutely perfect, though the phone itself was horrific.""]","The phone's camera was absolutely perfect, though the phone itself was horrific.",parent[[phone_very]]->child[[camera_very]],phone,432590,"[""negative"", ""positive""]","[""very"", ""very""]","[""phone"", ""camera""]",,-1,Slightly Negative,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_belonging_8,compound_belonging,Intra-sentence opposite belonging,"[""The phone's camera was absolutely perfect, though the phone itself was horrific.""]","The phone's camera was absolutely perfect, though the phone itself was horrific.",parent[[phone_very]]->child[[camera_very]],camera,432590,"[""negative"", ""positive""]","[""very"", ""very""]","[""phone"", ""camera""]",,2,Moderately Positive,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_belonging_11,compound_belonging,Intra-sentence same belonging (second valence set),"[""The car is generic, and its seat is grievous.""]","The car is generic, and its seat is grievous.",parent[[car_slight]]->child[[seat_strong]],car,432590,"[""negative"", ""negative""]","[""slight"", ""strong""]","[""car"", ""seat""]",,0,Neutral,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_belonging_11,compound_belonging,Intra-sentence same belonging (second valence set),"[""The car is generic, and its seat is grievous.""]","The car is generic, and its seat is grievous.",parent[[car_slight]]->child[[seat_strong]],seat,432590,"[""negative"", ""negative""]","[""slight"", ""strong""]","[""car"", ""seat""]",,-2,Moderately Negative,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_action_1,compound_action,"Compound-action pattern ['negative', 'positive', 'positive']","[""Jordan, the selfish person, helped Addison, the polite person.""]","Jordan, the selfish person, helped Addison, the polite person.",actor[[Jordan_moderate]]->verb[[helped_moderate]]->target[[Addison_slight]],Jordan,432590,"[""negative"", ""positive"", ""positive""]","[""moderate"", ""moderate"", ""slight""]","[""Jordan"", ""Addison""]",,-2,Moderately Negative,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_action_1,compound_action,"Compound-action pattern ['negative', 'positive', 'positive']","[""Jordan, the selfish person, helped Addison, the polite person.""]","Jordan, the selfish person, helped Addison, the polite person.",actor[[Jordan_moderate]]->verb[[helped_moderate]]->target[[Addison_slight]],Addison,432590,"[""negative"", ""positive"", ""positive""]","[""moderate"", ""moderate"", ""slight""]","[""Jordan"", ""Addison""]",,2,Moderately Positive,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_action_0,compound_action,"Compound-action pattern ['positive', 'positive', 'negative']","[""Alex, the well meaning person, complimented Blake, the sarcastic person.""]","Alex, the well meaning person, complimented Blake, the sarcastic person.",actor[[Alex_slight]]->verb[[complimented_very]]->target[[Blake_slight]],Alex,432590,"[""positive"", ""positive"", ""negative""]","[""slight"", ""very"", ""slight""]","[""Alex"", ""Blake""]",,2,Moderately Positive,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_action_0,compound_action,"Compound-action pattern ['positive', 'positive', 'negative']","[""Alex, the well meaning person, complimented Blake, the sarcastic person.""]","Alex, the well meaning person, complimented Blake, the sarcastic person.",actor[[Alex_slight]]->verb[[complimented_very]]->target[[Blake_slight]],Blake,432590,"[""positive"", ""positive"", ""negative""]","[""slight"", ""very"", ""slight""]","[""Alex"", ""Blake""]",,-1,Slightly Negative,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_association_6,compound_association,Intra-sentence same polarity association (second valence set),"[""Harlow, the unreliable and careless person, and Spencer, the angry person, worked together every weekend.""]","Harlow, the unreliable and careless person, and Spencer, the angry person, worked together every weekend.",actor[[Harlow_strong]]+actor[[Spencer_moderate]]->verb[[worked_neutral]],Harlow,432590,"[""negative"", ""negative"", ""neutral""]","[""strong"", ""moderate"", ""neutral""]","[""Harlow"", ""Spencer""]",,-2,Moderately Negative,,,,,,
anonymous,2025-08-27 17:29:32,18,California,TRUE,compound_association_6,compound_association,Intra-sentence same polarity association (second valence set),"[""Harlow, the unreliable and careless person, and Spencer, the angry person, worked together every weekend.""]","Harlow, the unreliable and careless person, and Spencer, the angry person, worked together every weekend.",actor[[Harlow_strong]]+actor[[Spencer_moderate]]->verb[[worked_neutral]],Spencer,432590,"[""negative"", ""negative"", ""neutral""]","[""strong"", ""moderate"", ""neutral""]","[""Harlow"", ""Spencer""]",,-1,Slightly Negative,,,,,,
anonymous,2025-08-27 17:29:52,,California,TRUE,calibration_positive,calibration,practice positive,"[""wonderful""]",wonderful,calibration_pos[[wonderful_very]],wonderful,432590,"[""positive""]","[""very""]","[""wonderful""]",,3,Strongly Positive,,,,,,
anonymous,2025-08-27 17:29:52,,California,TRUE,calibration_negative,calibration,practice negative,"[""criticized""]",criticized,calibration_neg[[criticized_moderate]],criticized,432590,"[""negative""]","[""moderate""]","[""criticized""]",,-2,Moderately Negative,,,,,,
anonymous,2025-08-27 17:29:52,,California,TRUE,compound_action_3,compound_action,"Compound-action pattern ['positive', 'negative', 'positive']","[""Cameron, the gracious and kind person, stopped Sutton, the decent and honest person.""]","Cameron, the gracious and kind person, stopped Sutton, the decent and honest person.",actor[[Cameron_very]]->verb[[stopped_moderate]]->target[[Sutton_moderate]],Cameron,432590,"[""positive"", ""negative"", ""positive""]","[""very"", ""moderate"", ""moderate""]","[""Cameron"", ""Sutton""]",,3,Strongly Positive,,,,,,
anonymous,2025-08-27 17:29:52,,California,TRUE,compound_action_3,compound_action,"Compound-action pattern ['positive', 'negative', 'positive']","[""Cameron, the gracious and kind person, stopped Sutton, the decent and honest person.""]","Cameron, the gracious and kind person, stopped Sutton, the decent and honest person.",actor[[Cameron_very]]->verb[[stopped_moderate]]->target[[Sutton_moderate]],Sutton,432590,"[""positive"", ""negative"", ""positive""]","[""very"", ""moderate"", ""moderate""]","[""Cameron"", ""Sutton""]",,2,Moderately Positive,,,,,,
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_short_12,aggregate_short,Aggregate packet (3),"[""At first, the laptop was beautiful."", ""However, it was dangerous."", ""In the end, it is defective.""]","At first, the laptop was beautiful. However, it was dangerous. In the end, it is defective.",entity[[laptop_strong]]->entity[[laptop_strong]]->entity[[laptop_moderate]],laptop,432590,"[""positive"", ""negative"", ""negative""]","[""strong"", ""strong"", ""moderate""]","[""laptop""]",1,2,Moderately Positive,"At first, the laptop was beautiful.","At first, the laptop was beautiful.",positive,strong,At first,"[""At first"", ""However"", ""In the end""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_short_12,aggregate_short,Aggregate packet (3),"[""At first, the laptop was beautiful."", ""However, it was dangerous."", ""In the end, it is defective.""]","At first, the laptop was beautiful. However, it was dangerous. In the end, it is defective.",entity[[laptop_strong]]->entity[[laptop_strong]]->entity[[laptop_moderate]],laptop,432590,"[""positive"", ""negative"", ""negative""]","[""strong"", ""strong"", ""moderate""]","[""laptop""]",2,-2,Moderately Negative,"At first, the laptop was beautiful. However, it was dangerous.","However, it was dangerous.",negative,strong,However,"[""At first"", ""However"", ""In the end""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_short_12,aggregate_short,Aggregate packet (3),"[""At first, the laptop was beautiful."", ""However, it was dangerous."", ""In the end, it is defective.""]","At first, the laptop was beautiful. However, it was dangerous. In the end, it is defective.",entity[[laptop_strong]]->entity[[laptop_strong]]->entity[[laptop_moderate]],laptop,432590,"[""positive"", ""negative"", ""negative""]","[""strong"", ""strong"", ""moderate""]","[""laptop""]",3,-3,Strongly Negative,"At first, the laptop was beautiful. However, it was dangerous. In the end, it is defective.","In the end, it is defective.",negative,moderate,In the end,"[""At first"", ""However"", ""In the end""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the game was fine."", ""Following that, it was wonderful."", ""Afterwards, it was splendid."", ""Later, it was disastrous."", ""Then, it was ugly."", ""Subsequently, it was mediocre."", ""Eventually, it was weak."", ""Finally, it was pathetic."", ""Currently, it is proficient.""]","At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre. Eventually, it was weak. Finally, it was pathetic. Currently, it is proficient.",entity[[game_slight]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_slight]]->entity[[game_moderate]]->entity[[game_very]]->entity[[game_moderate]],game,432590,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""slight"", ""very"", ""strong"", ""very"", ""strong"", ""slight"", ""moderate"", ""very"", ""moderate""]","[""game""]",1,2,Moderately Positive,"At the start, the game was fine.","At the start, the game was fine.",positive,slight,At the start,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the game was fine."", ""Following that, it was wonderful."", ""Afterwards, it was splendid."", ""Later, it was disastrous."", ""Then, it was ugly."", ""Subsequently, it was mediocre."", ""Eventually, it was weak."", ""Finally, it was pathetic."", ""Currently, it is proficient.""]","At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre. Eventually, it was weak. Finally, it was pathetic. Currently, it is proficient.",entity[[game_slight]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_slight]]->entity[[game_moderate]]->entity[[game_very]]->entity[[game_moderate]],game,432590,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""slight"", ""very"", ""strong"", ""very"", ""strong"", ""slight"", ""moderate"", ""very"", ""moderate""]","[""game""]",2,3,Strongly Positive,"At the start, the game was fine. Following that, it was wonderful.","Following that, it was wonderful.",positive,very,Following that,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the game was fine."", ""Following that, it was wonderful."", ""Afterwards, it was splendid."", ""Later, it was disastrous."", ""Then, it was ugly."", ""Subsequently, it was mediocre."", ""Eventually, it was weak."", ""Finally, it was pathetic."", ""Currently, it is proficient.""]","At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre. Eventually, it was weak. Finally, it was pathetic. Currently, it is proficient.",entity[[game_slight]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_slight]]->entity[[game_moderate]]->entity[[game_very]]->entity[[game_moderate]],game,432590,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""slight"", ""very"", ""strong"", ""very"", ""strong"", ""slight"", ""moderate"", ""very"", ""moderate""]","[""game""]",3,4,Extremely Positive,"At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid.","Afterwards, it was splendid.",positive,strong,Afterwards,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the game was fine."", ""Following that, it was wonderful."", ""Afterwards, it was splendid."", ""Later, it was disastrous."", ""Then, it was ugly."", ""Subsequently, it was mediocre."", ""Eventually, it was weak."", ""Finally, it was pathetic."", ""Currently, it is proficient.""]","At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre. Eventually, it was weak. Finally, it was pathetic. Currently, it is proficient.",entity[[game_slight]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_slight]]->entity[[game_moderate]]->entity[[game_very]]->entity[[game_moderate]],game,432590,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""slight"", ""very"", ""strong"", ""very"", ""strong"", ""slight"", ""moderate"", ""very"", ""moderate""]","[""game""]",4,1,Slightly Positive,"At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous.","Later, it was disastrous.",negative,very,Later,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the game was fine."", ""Following that, it was wonderful."", ""Afterwards, it was splendid."", ""Later, it was disastrous."", ""Then, it was ugly."", ""Subsequently, it was mediocre."", ""Eventually, it was weak."", ""Finally, it was pathetic."", ""Currently, it is proficient.""]","At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre. Eventually, it was weak. Finally, it was pathetic. Currently, it is proficient.",entity[[game_slight]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_slight]]->entity[[game_moderate]]->entity[[game_very]]->entity[[game_moderate]],game,432590,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""slight"", ""very"", ""strong"", ""very"", ""strong"", ""slight"", ""moderate"", ""very"", ""moderate""]","[""game""]",5,-1,Slightly Negative,"At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly.","Then, it was ugly.",negative,strong,Then,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the game was fine."", ""Following that, it was wonderful."", ""Afterwards, it was splendid."", ""Later, it was disastrous."", ""Then, it was ugly."", ""Subsequently, it was mediocre."", ""Eventually, it was weak."", ""Finally, it was pathetic."", ""Currently, it is proficient.""]","At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre. Eventually, it was weak. Finally, it was pathetic. Currently, it is proficient.",entity[[game_slight]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_slight]]->entity[[game_moderate]]->entity[[game_very]]->entity[[game_moderate]],game,432590,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""slight"", ""very"", ""strong"", ""very"", ""strong"", ""slight"", ""moderate"", ""very"", ""moderate""]","[""game""]",6,0,Neutral,"At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre.","Subsequently, it was mediocre.",negative,slight,Subsequently,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the game was fine."", ""Following that, it was wonderful."", ""Afterwards, it was splendid."", ""Later, it was disastrous."", ""Then, it was ugly."", ""Subsequently, it was mediocre."", ""Eventually, it was weak."", ""Finally, it was pathetic."", ""Currently, it is proficient.""]","At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre. Eventually, it was weak. Finally, it was pathetic. Currently, it is proficient.",entity[[game_slight]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_slight]]->entity[[game_moderate]]->entity[[game_very]]->entity[[game_moderate]],game,432590,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""slight"", ""very"", ""strong"", ""very"", ""strong"", ""slight"", ""moderate"", ""very"", ""moderate""]","[""game""]",7,-2,Moderately Negative,"At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre. Eventually, it was weak.","Eventually, it was weak.",negative,moderate,Eventually,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the game was fine."", ""Following that, it was wonderful."", ""Afterwards, it was splendid."", ""Later, it was disastrous."", ""Then, it was ugly."", ""Subsequently, it was mediocre."", ""Eventually, it was weak."", ""Finally, it was pathetic."", ""Currently, it is proficient.""]","At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre. Eventually, it was weak. Finally, it was pathetic. Currently, it is proficient.",entity[[game_slight]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_slight]]->entity[[game_moderate]]->entity[[game_very]]->entity[[game_moderate]],game,432590,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""slight"", ""very"", ""strong"", ""very"", ""strong"", ""slight"", ""moderate"", ""very"", ""moderate""]","[""game""]",8,-3,Strongly Negative,"At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre. Eventually, it was weak. Finally, it was pathetic.","Finally, it was pathetic.",negative,very,Finally,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""At the start, the game was fine."", ""Following that, it was wonderful."", ""Afterwards, it was splendid."", ""Later, it was disastrous."", ""Then, it was ugly."", ""Subsequently, it was mediocre."", ""Eventually, it was weak."", ""Finally, it was pathetic."", ""Currently, it is proficient.""]","At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre. Eventually, it was weak. Finally, it was pathetic. Currently, it is proficient.",entity[[game_slight]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_very]]->entity[[game_strong]]->entity[[game_slight]]->entity[[game_moderate]]->entity[[game_very]]->entity[[game_moderate]],game,432590,"[""positive"", ""positive"", ""positive"", ""negative"", ""negative"", ""negative"", ""negative"", ""negative"", ""positive""]","[""slight"", ""very"", ""strong"", ""very"", ""strong"", ""slight"", ""moderate"", ""very"", ""moderate""]","[""game""]",9,2,Moderately Positive,"At the start, the game was fine. Following that, it was wonderful. Afterwards, it was splendid. Later, it was disastrous. Then, it was ugly. Subsequently, it was mediocre. Eventually, it was weak. Finally, it was pathetic. Currently, it is proficient.","Currently, it is proficient.",positive,moderate,Currently,"[""At the start"", ""Following that"", ""Afterwards"", ""Later"", ""Then"", ""Subsequently"", ""Eventually"", ""Finally"", ""Currently""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_medium_13,aggregate_medium,Aggregate packet (5),"[""Initially, the program was horrible."", ""Subsequently, it was practical."", ""After some time, it was pleasant."", ""More recently, it was unprofessional."", ""Currently, it is generally good.""]","Initially, the program was horrible. Subsequently, it was practical. After some time, it was pleasant. More recently, it was unprofessional. Currently, it is generally good.",entity[[program_very]]->entity[[program_slight]]->entity[[program_moderate]]->entity[[program_moderate]]->entity[[program_strong]],program,432590,"[""negative"", ""positive"", ""positive"", ""negative"", ""positive""]","[""very"", ""slight"", ""moderate"", ""moderate"", ""strong""]","[""program""]",1,-2,Moderately Negative,"Initially, the program was horrible.","Initially, the program was horrible.",negative,very,Initially,"[""Initially"", ""Subsequently"", ""After some time"", ""More recently"", ""Currently""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_medium_13,aggregate_medium,Aggregate packet (5),"[""Initially, the program was horrible."", ""Subsequently, it was practical."", ""After some time, it was pleasant."", ""More recently, it was unprofessional."", ""Currently, it is generally good.""]","Initially, the program was horrible. Subsequently, it was practical. After some time, it was pleasant. More recently, it was unprofessional. Currently, it is generally good.",entity[[program_very]]->entity[[program_slight]]->entity[[program_moderate]]->entity[[program_moderate]]->entity[[program_strong]],program,432590,"[""negative"", ""positive"", ""positive"", ""negative"", ""positive""]","[""very"", ""slight"", ""moderate"", ""moderate"", ""strong""]","[""program""]",2,1,Slightly Positive,"Initially, the program was horrible. Subsequently, it was practical.","Subsequently, it was practical.",positive,slight,Subsequently,"[""Initially"", ""Subsequently"", ""After some time"", ""More recently"", ""Currently""]"
anonymous,2025-08-27 17:29:52,,California,TRUE,aggregate_medium_13,aggregate_medium,Aggregate packet (5),"[""Initially, the program was horrible."", ""Subsequently, it was practical."", ""After some time, it was pleasant."", ""More recently, it was unprofessional."", ""Currently, it is generally good.""]","Initially, the program was horrible. Subsequently, it was practical. After some time, it was pleasant. More recently, it was unprofessional. Currently, it is generally good.",entity[[program_very]]->entity[[program_slight]]->entity[[program_moderate]]->entity[[program_moderate]]->entity[[program_strong]],program,432590,"[""negative"", ""positive"", ""positive"", ""negative"", ""positive""]","[""very"", ""slight"", ""moderate"", ""moderate"", ""strong""]","[""program""]",3,3,Strongly Positive,"Initially, the program was horrible. Subsequently, it was practical. After some time, it was pleasant.","After some time, it was pleasant.",positive,moderate,After some time,"[""Initially"", ""Subsequently"", ""After some time"", ""More recently"", ""Currently""]"
